timestamp,timeframe,signal,buy,sell,neutral,error
2026-01-05T15:20:54.278062,15 Minutes,BUY,12.0,4.0,10.0,
2026-01-05T15:20:54.278062,30 Minutes,BUY,14.0,2.0,10.0,
2026-01-05T15:20:54.278062,1 Hour,BUY,14.0,5.0,7.0,
2026-01-05T15:20:54.278062,2 Hour,BUY,14.0,5.0,7.0,
2026-01-05T15:20:54.278062,4 Hour,BUY,15.0,4.0,7.0,
2026-01-05T15:20:54.278062,1 Day,BUY,12.0,6.0,8.0,
2026-01-05T15:20:54.278062,1 Week,SELL,7.0,9.0,10.0,
2026-01-05T15:22:56.577299,1 Minute,SELL,2.0,15.0,9.0,
2026-01-05T15:22:56.577299,5 Minutes,SELL,5.0,12.0,9.0,
2026-01-05T15:22:56.577299,15 Minutes,BUY,12.0,4.0,10.0,
2026-01-05T15:22:56.577299,30 Minutes,BUY,14.0,2.0,10.0,
2026-01-05T15:22:56.577299,1 Hour,BUY,14.0,5.0,7.0,
2026-01-05T15:22:56.577299,2 Hour,BUY,14.0,4.0,8.0,
2026-01-05T15:22:56.577299,4 Hour,BUY,15.0,4.0,7.0,
2026-01-05T15:22:56.577299,1 Day,BUY,12.0,6.0,8.0,
2026-01-05T15:22:56.577299,1 Week,SELL,7.0,9.0,10.0,
2026-01-05T15:25:22.924522,1 Minute,ERROR,,,,"Can't access TradingView's API. HTTP status code: 429. Check for invalid symbol, exchange, or indicators."
2026-01-05T15:25:22.924522,5 Minutes,ERROR,,,,"Can't access TradingView's API. HTTP status code: 429. Check for invalid symbol, exchange, or indicators."
2026-01-05T15:25:22.924522,15 Minutes,ERROR,,,,"Can't access TradingView's API. HTTP status code: 429. Check for invalid symbol, exchange, or indicators."
2026-01-05T15:25:22.924522,30 Minutes,ERROR,,,,"Can't access TradingView's API. HTTP status code: 429. Check for invalid symbol, exchange, or indicators."
2026-01-05T15:25:22.924522,1 Hour,ERROR,,,,"Can't access TradingView's API. HTTP status code: 429. Check for invalid symbol, exchange, or indicators."
2026-01-05T15:25:22.924522,2 Hour,ERROR,,,,"Can't access TradingView's API. HTTP status code: 429. Check for invalid symbol, exchange, or indicators."
2026-01-05T15:25:22.924522,4 Hour,ERROR,,,,"Can't access TradingView's API. HTTP status code: 429. Check for invalid symbol, exchange, or indicators."
2026-01-05T15:25:22.924522,1 Day,ERROR,,,,"Can't access TradingView's API. HTTP status code: 429. Check for invalid symbol, exchange, or indicators."
2026-01-05T15:25:22.924522,1 Week,ERROR,,,,"Can't access TradingView's API. HTTP status code: 429. Check for invalid symbol, exchange, or indicators."
2026-01-05T15:35:26.048495,1 Minute,STRONG_SELL,1.0,15.0,10.0,
2026-01-05T15:35:26.048495,5 Minutes,NEUTRAL,9.0,10.0,7.0,
2026-01-05T15:35:26.048495,15 Minutes,NEUTRAL,9.0,7.0,10.0,
2026-01-05T15:35:26.048495,30 Minutes,BUY,12.0,4.0,10.0,
2026-01-05T15:35:26.048495,1 Hour,BUY,14.0,3.0,9.0,
2026-01-05T15:35:26.048495,2 Hour,BUY,14.0,4.0,8.0,
2026-01-05T15:35:26.048495,4 Hour,BUY,15.0,4.0,7.0,
2026-01-05T15:35:26.048495,1 Day,BUY,12.0,6.0,8.0,
2026-01-05T15:35:26.048495,1 Week,SELL,7.0,9.0,10.0,
2026-01-05T15:42:32.766880,1 Minute,SELL,6.0,10.0,10.0,
2026-01-05T15:42:32.766880,5 Minutes,SELL,7.0,11.0,8.0,
2026-01-05T15:42:32.766880,15 Minutes,NEUTRAL,9.0,7.0,10.0,
2026-01-05T15:42:32.766880,30 Minutes,BUY,12.0,4.0,10.0,
2026-01-05T15:42:32.766880,1 Hour,BUY,14.0,3.0,9.0,
2026-01-05T15:42:32.766880,2 Hour,BUY,14.0,4.0,8.0,
2026-01-05T15:42:32.766880,4 Hour,BUY,15.0,4.0,7.0,
2026-01-05T15:42:32.766880,1 Day,BUY,12.0,6.0,8.0,
2026-01-05T15:42:32.766880,1 Week,SELL,7.0,9.0,10.0,
2026-01-05T15:48:50.158195,1 Minute,SELL,5.0,12.0,9.0,
2026-01-05T15:48:50.158195,5 Minutes,NEUTRAL,8.0,10.0,8.0,
2026-01-05T15:48:50.158195,15 Minutes,BUY,12.0,6.0,8.0,
2026-01-05T15:48:50.158195,30 Minutes,BUY,12.0,4.0,10.0,
2026-01-05T15:48:50.158195,1 Hour,BUY,14.0,3.0,9.0,
2026-01-05T15:48:50.158195,2 Hour,BUY,14.0,4.0,8.0,
2026-01-05T15:48:50.158195,4 Hour,BUY,15.0,4.0,7.0,
2026-01-05T15:48:50.158195,1 Day,BUY,12.0,6.0,8.0,
2026-01-05T15:48:50.158195,1 Week,SELL,7.0,9.0,10.0,
2026-01-05T16:01:12.689496,1 Minute,NEUTRAL,8.0,9.0,9.0,
2026-01-05T16:01:12.689496,5 Minutes,NEUTRAL,7.0,9.0,10.0,
2026-01-05T16:01:12.689496,15 Minutes,BUY,11.0,6.0,9.0,
2026-01-05T16:01:12.689496,30 Minutes,BUY,14.0,2.0,10.0,
2026-01-05T16:01:12.689496,1 Hour,BUY,15.0,1.0,10.0,
2026-01-05T16:01:12.689496,2 Hour,BUY,14.0,4.0,8.0,
2026-01-05T16:01:12.689496,4 Hour,BUY,15.0,4.0,7.0,
2026-01-05T16:01:12.689496,1 Day,BUY,12.0,6.0,8.0,
2026-01-05T16:01:12.689496,1 Week,SELL,7.0,9.0,10.0,
2026-01-05T16:15:20.926119,1 Minute,NEUTRAL,9.0,7.0,10.0,
2026-01-05T16:15:20.926119,5 Minutes,NEUTRAL,9.0,7.0,10.0,
2026-01-05T16:15:20.926119,15 Minutes,BUY,11.0,6.0,9.0,
2026-01-05T16:15:20.926119,30 Minutes,BUY,14.0,2.0,10.0,
2026-01-05T16:15:20.926119,1 Hour,BUY,15.0,2.0,9.0,
2026-01-05T16:15:20.926119,2 Hour,BUY,14.0,4.0,8.0,
2026-01-05T16:15:20.926119,4 Hour,BUY,15.0,4.0,7.0,
2026-01-05T16:15:20.926119,1 Day,BUY,12.0,6.0,8.0,
2026-01-05T16:15:20.926119,1 Week,SELL,7.0,9.0,10.0,
2026-01-05T16:33:08.464769,1 Minute,BUY,13.0,4.0,9.0,
2026-01-05T16:33:08.464769,5 Minutes,BUY,13.0,3.0,10.0,
2026-01-05T16:33:08.464769,15 Minutes,BUY,11.0,5.0,10.0,
2026-01-05T16:33:08.464769,30 Minutes,BUY,14.0,2.0,10.0,
2026-01-05T16:33:08.464769,1 Hour,BUY,15.0,2.0,9.0,
2026-01-05T16:33:08.464769,2 Hour,BUY,14.0,5.0,7.0,
2026-01-05T16:33:08.464769,4 Hour,BUY,15.0,4.0,7.0,
2026-01-05T16:33:08.464769,1 Day,BUY,12.0,6.0,8.0,
2026-01-05T16:33:08.464769,1 Week,SELL,7.0,9.0,10.0,
2026-01-06T14:34:54.131059,1 Minute,BUY,15.0,2.0,9.0,
2026-01-06T14:34:54.131059,5 Minutes,BUY,16.0,3.0,7.0,
2026-01-06T14:34:54.131059,15 Minutes,BUY,13.0,4.0,9.0,
2026-01-06T14:34:54.131059,30 Minutes,BUY,14.0,3.0,9.0,
2026-01-06T14:34:54.131059,1 Hour,BUY,14.0,3.0,9.0,
2026-01-06T14:34:54.131059,2 Hour,BUY,14.0,2.0,10.0,
2026-01-06T14:34:54.131059,4 Hour,BUY,15.0,2.0,9.0,
2026-01-06T14:34:54.131059,1 Day,BUY,10.0,7.0,9.0,
2026-01-06T14:34:54.131059,1 Week,NEUTRAL,7.0,9.0,10.0,
2026-01-06T14:38:38.434365,1 Minute,STRONG_BUY,15.0,1.0,10.0,
2026-01-06T14:38:38.434365,5 Minutes,BUY,15.0,2.0,9.0,
2026-01-06T14:38:38.434365,15 Minutes,BUY,13.0,4.0,9.0,
2026-01-06T14:38:38.434365,30 Minutes,BUY,14.0,3.0,9.0,
2026-01-06T14:38:38.434365,1 Hour,BUY,14.0,3.0,9.0,
2026-01-06T14:38:38.434365,2 Hour,BUY,14.0,2.0,10.0,
2026-01-06T14:38:38.434365,4 Hour,BUY,15.0,3.0,8.0,
2026-01-06T14:38:38.434365,1 Day,ERROR,,,,"Can't access TradingView's API. HTTP status code: 429. Check for invalid symbol, exchange, or indicators."
2026-01-06T14:38:38.434365,1 Week,ERROR,,,,"Can't access TradingView's API. HTTP status code: 429. Check for invalid symbol, exchange, or indicators."
2026-01-06T16:39:01.636870,1 Minute,SELL,1.0,15.0,10.0,
2026-01-06T16:39:01.636870,5 Minutes,STRONG_SELL,1.0,16.0,9.0,
2026-01-06T16:39:01.636870,15 Minutes,SELL,4.0,13.0,9.0,
2026-01-06T16:39:01.636870,30 Minutes,SELL,7.0,11.0,8.0,
2026-01-06T16:39:01.636870,1 Hour,BUY,10.0,6.0,10.0,
2026-01-06T16:39:01.636870,2 Hour,BUY,12.0,4.0,10.0,
2026-01-06T16:39:01.636870,4 Hour,BUY,14.0,4.0,8.0,
2026-01-06T16:39:01.636870,1 Day,NEUTRAL,10.0,10.0,6.0,
2026-01-06T16:39:01.636870,1 Week,NEUTRAL,7.0,9.0,10.0,
2026-01-06T16:48:12.465603,1 Minute,SELL,4.0,15.0,7.0,
2026-01-06T16:48:12.465603,5 Minutes,STRONG_SELL,1.0,16.0,9.0,
2026-01-06T16:48:12.465603,15 Minutes,SELL,4.0,13.0,9.0,
2026-01-06T16:48:12.465603,30 Minutes,SELL,6.0,11.0,9.0,
2026-01-06T16:48:12.465603,1 Hour,NEUTRAL,9.0,7.0,10.0,
2026-01-06T16:48:12.465603,2 Hour,BUY,12.0,4.0,10.0,
2026-01-06T16:48:12.465603,4 Hour,BUY,14.0,4.0,8.0,
2026-01-06T16:48:12.465603,1 Day,NEUTRAL,10.0,10.0,6.0,
2026-01-06T16:48:12.465603,1 Week,NEUTRAL,7.0,9.0,10.0,
2026-01-06T16:59:06.988123,1 Minute,SELL,3.0,14.0,9.0,
2026-01-06T16:59:06.988123,5 Minutes,SELL,2.0,15.0,9.0,
2026-01-06T16:59:06.988123,15 Minutes,SELL,4.0,13.0,9.0,
2026-01-06T16:59:06.988123,30 Minutes,SELL,6.0,11.0,9.0,
2026-01-06T16:59:06.988123,1 Hour,NEUTRAL,9.0,7.0,10.0,
2026-01-06T16:59:06.988123,2 Hour,BUY,12.0,4.0,10.0,
2026-01-06T16:59:06.988123,4 Hour,BUY,14.0,3.0,9.0,
2026-01-06T16:59:06.988123,1 Day,NEUTRAL,10.0,10.0,6.0,
2026-01-06T16:59:06.988123,1 Week,NEUTRAL,7.0,9.0,10.0,
2026-01-06T22:00:40.886032,1 Minute,BUY,13.0,3.0,10.0,
2026-01-06T22:00:40.886032,5 Minutes,BUY,10.0,6.0,10.0,
2026-01-06T22:00:40.886032,15 Minutes,BUY,11.0,6.0,9.0,
2026-01-06T22:00:40.886032,30 Minutes,NEUTRAL,8.0,8.0,10.0,
2026-01-06T22:00:40.886032,1 Hour,BUY,14.0,3.0,9.0,
2026-01-06T22:00:40.886032,2 Hour,BUY,13.0,4.0,9.0,
2026-01-06T22:00:40.886032,4 Hour,STRONG_BUY,15.0,1.0,10.0,
2026-01-06T22:00:40.886032,1 Day,NEUTRAL,10.0,10.0,6.0,
2026-01-06T22:00:40.886032,1 Week,NEUTRAL,7.0,9.0,10.0,
2026-01-06T22:16:50.253412,1 Minute,BUY,12.0,4.0,10.0,
2026-01-06T22:16:50.253412,5 Minutes,BUY,13.0,6.0,7.0,
2026-01-06T22:16:50.253412,15 Minutes,BUY,15.0,4.0,7.0,
2026-01-06T22:16:50.253412,30 Minutes,BUY,14.0,3.0,9.0,
2026-01-06T22:16:50.253412,1 Hour,BUY,14.0,3.0,9.0,
2026-01-06T22:16:50.253412,2 Hour,BUY,14.0,3.0,9.0,
2026-01-06T22:16:50.253412,4 Hour,STRONG_BUY,15.0,1.0,10.0,
2026-01-06T22:16:50.253412,1 Day,NEUTRAL,10.0,10.0,6.0,
2026-01-06T22:16:50.253412,1 Week,NEUTRAL,7.0,9.0,10.0,
2026-01-06T22:26:00.066368,1 Minute,STRONG_BUY,17.0,0.0,9.0,
2026-01-06T22:26:00.066368,5 Minutes,BUY,15.0,3.0,8.0,
2026-01-06T22:26:00.066368,15 Minutes,STRONG_BUY,17.0,0.0,9.0,
2026-01-06T22:26:00.066368,30 Minutes,STRONG_BUY,17.0,0.0,9.0,
2026-01-06T22:26:00.066368,1 Hour,BUY,14.0,3.0,9.0,
2026-01-06T22:26:00.066368,2 Hour,BUY,14.0,3.0,9.0,
2026-01-06T22:26:00.066368,4 Hour,STRONG_BUY,16.0,0.0,10.0,
2026-01-06T22:26:00.066368,1 Day,NEUTRAL,10.0,10.0,6.0,
2026-01-06T22:26:00.066368,1 Week,NEUTRAL,7.0,9.0,10.0,
2026-01-07T08:04:53.616731,1 Minute,SELL,4.0,12.0,10.0,
2026-01-07T08:04:53.616731,5 Minutes,NEUTRAL,7.0,9.0,10.0,
2026-01-07T08:04:53.616731,15 Minutes,SELL,6.0,12.0,8.0,
2026-01-07T08:04:53.616731,30 Minutes,SELL,4.0,12.0,10.0,
2026-01-07T08:04:53.616731,1 Hour,SELL,5.0,11.0,10.0,
2026-01-07T08:04:53.616731,2 Hour,NEUTRAL,10.0,8.0,8.0,
2026-01-07T08:04:53.616731,4 Hour,BUY,11.0,6.0,9.0,
2026-01-07T08:04:53.616731,1 Day,NEUTRAL,10.0,9.0,7.0,
2026-01-07T08:04:53.616731,1 Week,NEUTRAL,7.0,9.0,10.0,
2026-01-07T21:18:44.952432,1 Minute,BUY,12.0,4.0,10.0,
2026-01-07T21:18:44.952432,5 Minutes,SELL,4.0,13.0,9.0,
2026-01-07T21:18:44.952432,15 Minutes,SELL,4.0,15.0,7.0,
2026-01-07T21:18:44.952432,30 Minutes,SELL,4.0,14.0,8.0,
2026-01-07T21:18:44.952432,1 Hour,SELL,4.0,13.0,9.0,
2026-01-07T21:18:44.952432,2 Hour,SELL,6.0,11.0,9.0,
2026-01-07T21:18:44.952432,4 Hour,SELL,6.0,11.0,9.0,
2026-01-07T21:18:44.952432,1 Day,NEUTRAL,10.0,8.0,8.0,
2026-01-07T21:18:44.952432,1 Week,NEUTRAL,8.0,9.0,9.0,
2026-01-08T16:14:58.439560,1 Minute,NEUTRAL,10.0,8.0,8.0,
2026-01-08T16:14:58.439560,5 Minutes,NEUTRAL,9.0,7.0,10.0,
2026-01-08T16:14:58.439560,15 Minutes,SELL,4.0,12.0,10.0,
2026-01-08T16:14:58.439560,30 Minutes,SELL,3.0,13.0,10.0,
2026-01-08T16:14:58.439560,1 Hour,SELL,3.0,13.0,10.0,
2026-01-08T16:14:58.439560,2 Hour,SELL,8.0,11.0,7.0,
2026-01-08T16:14:58.439560,4 Hour,BUY,10.0,9.0,7.0,
2026-01-08T16:14:58.439560,1 Day,BUY,10.0,7.0,9.0,
2026-01-08T16:14:58.439560,1 Week,NEUTRAL,7.0,10.0,9.0,
2026-01-08T16:30:12.536808,1 Minute,SELL,3.0,14.0,9.0,
2026-01-08T16:30:12.536808,5 Minutes,SELL,4.0,12.0,10.0,
2026-01-08T16:30:12.536808,15 Minutes,SELL,2.0,15.0,9.0,
2026-01-08T16:30:12.536808,30 Minutes,SELL,3.0,13.0,10.0,
2026-01-08T16:30:12.536808,1 Hour,SELL,3.0,13.0,10.0,
2026-01-08T16:30:12.536808,2 Hour,SELL,7.0,12.0,7.0,
2026-01-08T16:30:12.536808,4 Hour,NEUTRAL,10.0,9.0,7.0,
2026-01-08T16:30:12.536808,1 Day,BUY,10.0,7.0,9.0,
2026-01-08T16:30:12.536808,1 Week,NEUTRAL,7.0,10.0,9.0,
2026-01-08T21:37:14.829269,1 Minute,STRONG_BUY,16.0,1.0,9.0,
2026-01-08T21:37:14.829269,5 Minutes,NEUTRAL,10.0,8.0,8.0,
2026-01-08T21:37:14.829269,15 Minutes,SELL,5.0,11.0,10.0,
2026-01-08T21:37:14.829269,30 Minutes,SELL,3.0,13.0,10.0,
2026-01-08T21:37:14.829269,1 Hour,SELL,3.0,14.0,9.0,
2026-01-08T21:37:14.829269,2 Hour,SELL,7.0,12.0,7.0,
2026-01-08T21:37:14.829269,4 Hour,SELL,6.0,11.0,9.0,
2026-01-08T21:37:14.829269,1 Day,NEUTRAL,7.0,10.0,9.0,
2026-01-08T21:37:14.829269,1 Week,NEUTRAL,7.0,10.0,9.0,
2026-01-09T07:36:10.765698,1 Minute,NEUTRAL,9.0,7.0,10.0,
2026-01-09T07:36:10.765698,5 Minutes,SELL,7.0,12.0,7.0,
2026-01-09T07:36:10.765698,15 Minutes,SELL,7.0,11.0,8.0,
2026-01-09T07:36:10.765698,30 Minutes,SELL,4.0,12.0,10.0,
2026-01-09T07:36:10.765698,1 Hour,SELL,5.0,13.0,8.0,
2026-01-09T07:36:10.765698,2 Hour,SELL,4.0,13.0,9.0,
2026-01-09T07:36:10.765698,4 Hour,SELL,6.0,11.0,9.0,
2026-01-09T07:36:10.765698,1 Day,NEUTRAL,8.0,9.0,9.0,
2026-01-09T07:36:10.765698,1 Week,NEUTRAL,7.0,10.0,9.0,
2026-01-09T14:10:11.502581,1 Minute,SELL,8.0,11.0,7.0,
2026-01-09T14:10:11.502581,5 Minutes,SELL,6.0,11.0,9.0,
2026-01-09T14:10:11.502581,15 Minutes,SELL,6.0,11.0,9.0,
2026-01-09T14:10:11.502581,30 Minutes,NEUTRAL,7.0,9.0,10.0,
2026-01-09T14:10:11.502581,1 Hour,BUY,11.0,6.0,9.0,
2026-01-09T14:10:11.502581,2 Hour,BUY,10.0,7.0,9.0,
2026-01-09T14:10:11.502581,4 Hour,BUY,10.0,7.0,9.0,
2026-01-09T14:10:11.502581,1 Day,NEUTRAL,9.0,8.0,9.0,
2026-01-09T14:10:11.502581,1 Week,NEUTRAL,7.0,10.0,9.0,
